imported_at,source_path,source_size,source_mtime,dest_path
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\0caa89e4-3560-4036-a0be-8ed2d05104f9\task.md.resolved,924,2026-01-16T17:36:36,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\planner\reports\_runs\TP-READ-001-002.md | C:\Users\zizo5\.gemini\antigravity\brain\0caa89e4-3560-4036-a0be-8ed2d05104f9\task.md.resolved|924|639041817968073513
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\0caa89e4-3560-4036-a0be-8ed2d05104f9\task.md.resolved.0,941,2026-01-16T17:35:29,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\planner\reports\_runs\TP-READ-001-003.md | C:\Users\zizo5\.gemini\antigravity\brain\0caa89e4-3560-4036-a0be-8ed2d05104f9\task.md.resolved.0|941|639041817293978601
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\0caa89e4-3560-4036-a0be-8ed2d05104f9\task.md.resolved.1,924,2026-01-16T17:36:36,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\planner\reports\_runs\TP-READ-001-004.md | C:\Users\zizo5\.gemini\antigravity\brain\0caa89e4-3560-4036-a0be-8ed2d05104f9\task.md.resolved.1|924|639041817968089156
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\18a2fe52-f171-4e29-b1b0-5b82d84cd672\task.md,1084,2026-01-16T03:56:06,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\release\reports\_runs\TP-READ-001-007.md | C:\Users\zizo5\.gemini\antigravity\brain\18a2fe52-f171-4e29-b1b0-5b82d84cd672\task.md|1084|639041325669747585
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\18a2fe52-f171-4e29-b1b0-5b82d84cd672\task.md.resolved,1508,2026-01-16T03:56:06,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\release\reports\_runs\TP-READ-001-008.md | C:\Users\zizo5\.gemini\antigravity\brain\18a2fe52-f171-4e29-b1b0-5b82d84cd672\task.md.resolved|1508|639041325669888433
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\18a2fe52-f171-4e29-b1b0-5b82d84cd672\task.md.resolved.0,1412,2026-01-16T03:55:14,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\release\reports\_runs\TP-READ-001-009.md | C:\Users\zizo5\.gemini\antigravity\brain\18a2fe52-f171-4e29-b1b0-5b82d84cd672\task.md.resolved.0|1412|639041325143618517
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\18a2fe52-f171-4e29-b1b0-5b82d84cd672\task.md.resolved.1,1508,2026-01-16T03:55:43,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\release\reports\_runs\TP-READ-001-010.md | C:\Users\zizo5\.gemini\antigravity\brain\18a2fe52-f171-4e29-b1b0-5b82d84cd672\task.md.resolved.1|1508|639041325439373640
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\18a2fe52-f171-4e29-b1b0-5b82d84cd672\task.md.resolved.2,1508,2026-01-16T03:56:06,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\release\reports\_runs\TP-READ-001-011.md | C:\Users\zizo5\.gemini\antigravity\brain\18a2fe52-f171-4e29-b1b0-5b82d84cd672\task.md.resolved.2|1508|639041325669930922
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md,1046,2026-01-16T03:59:38,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\security\reports\_runs\TP-READ-001-004.md | C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md|1046|639041327784941813
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md.resolved,1590,2026-01-16T03:59:38,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\security\reports\_runs\TP-READ-001-005.md | C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md.resolved|1590|639041327785170203
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md.resolved.0,1270,2026-01-16T03:58:16,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\security\reports\_runs\TP-READ-001-006.md | C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md.resolved.0|1270|639041326969207028
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md.resolved.1,1460,2026-01-16T03:58:28,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\security\reports\_runs\TP-READ-001-007.md | C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md.resolved.1|1460|639041327085205247
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md.resolved.2,1464,2026-01-16T03:58:40,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\security\reports\_runs\TP-READ-001-008.md | C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md.resolved.2|1464|639041327209734995
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md.resolved.3,1590,2026-01-16T03:59:38,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\security\reports\_runs\TP-READ-001-009.md | C:\Users\zizo5\.gemini\antigravity\brain\3b8a6721-2456-47f0-9a2a-da387fcffa91\task.md.resolved.3|1590|639041327785191526
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\88dc5e98-69b5-4092-aef7-a159b26eaee0\task.md,422,2026-01-16T03:57:51,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be1\reports\_runs\TP-READ-001-001.md | C:\Users\zizo5\.gemini\antigravity\brain\88dc5e98-69b5-4092-aef7-a159b26eaee0\task.md|422|639041326719461191
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\88dc5e98-69b5-4092-aef7-a159b26eaee0\task.md.resolved,422,2026-01-16T03:57:51,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be1\reports\_runs\TP-READ-001-002.md | C:\Users\zizo5\.gemini\antigravity\brain\88dc5e98-69b5-4092-aef7-a159b26eaee0\task.md.resolved|422|639041326719949959
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\88dc5e98-69b5-4092-aef7-a159b26eaee0\task.md.resolved.0,414,2026-01-16T03:57:14,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be1\reports\_runs\TP-READ-001-003.md | C:\Users\zizo5\.gemini\antigravity\brain\88dc5e98-69b5-4092-aef7-a159b26eaee0\task.md.resolved.0|414|639041326348282984
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\88dc5e98-69b5-4092-aef7-a159b26eaee0\task.md.resolved.1,422,2026-01-16T03:57:21,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be1\reports\_runs\TP-READ-001-004.md | C:\Users\zizo5\.gemini\antigravity\brain\88dc5e98-69b5-4092-aef7-a159b26eaee0\task.md.resolved.1|422|639041326413429743
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\88dc5e98-69b5-4092-aef7-a159b26eaee0\task.md.resolved.2,422,2026-01-16T03:57:52,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be1\reports\_runs\TP-READ-001-005.md | C:\Users\zizo5\.gemini\antigravity\brain\88dc5e98-69b5-4092-aef7-a159b26eaee0\task.md.resolved.2|422|639041326720041264
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\b07d0e19-4d2c-44a3-9cc8-94911a605961\task.md,318,2026-01-16T03:56:04,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\fe1\reports\_runs\TP-READ-001-001.md | C:\Users\zizo5\.gemini\antigravity\brain\b07d0e19-4d2c-44a3-9cc8-94911a605961\task.md|318|639041325640543202
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\b07d0e19-4d2c-44a3-9cc8-94911a605961\task.md.resolved,312,2026-01-16T03:56:04,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\fe1\reports\_runs\TP-READ-001-002.md | C:\Users\zizo5\.gemini\antigravity\brain\b07d0e19-4d2c-44a3-9cc8-94911a605961\task.md.resolved|312|639041325640707576
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\b07d0e19-4d2c-44a3-9cc8-94911a605961\task.md.resolved.0,312,2026-01-16T03:56:04,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\fe1\reports\_runs\TP-READ-001-003.md | C:\Users\zizo5\.gemini\antigravity\brain\b07d0e19-4d2c-44a3-9cc8-94911a605961\task.md.resolved.0|312|639041325640749223
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md,804,2026-01-16T03:59:01,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be2\reports\_runs\TP-READ-001-001.md | C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md|804|639041327418812460
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved,1042,2026-01-16T03:59:01,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be2\reports\_runs\TP-READ-001-002.md | C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved|1042|639041327419026655
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved.0,807,2026-01-16T03:57:51,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be2\reports\_runs\TP-READ-001-003.md | C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved.0|807|639041326716467681
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved.1,804,2026-01-16T03:58:03,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be2\reports\_runs\TP-READ-001-004.md | C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved.1|804|639041326832927926
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved.2,925,2026-01-16T03:58:16,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be2\reports\_runs\TP-READ-001-005.md | C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved.2|925|639041326964421776
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved.3,1042,2026-01-16T03:58:30,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be2\reports\_runs\TP-READ-001-006.md | C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved.3|1042|639041327108213035
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved.4,1042,2026-01-16T03:59:01,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\be2\reports\_runs\TP-READ-001-007.md | C:\Users\zizo5\.gemini\antigravity\brain\d06e5597-6003-44c0-93dc-ba3a7910df54\task.md.resolved.4|1042|639041327419065862
2026-01-18T05:43:38,C:\Users\zizo5\.gemini\antigravity\brain\dec7c1f7-9990-47c1-9c5f-7f11bf8d2ee7\task.md,273,2025-12-14T19:07:13,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\release\reports\_runs\TP-LEGACY-001.md | C:\Users\zizo5\.gemini\antigravity\brain\dec7c1f7-9990-47c1-9c5f-7f11bf8d2ee7\task.md|273|639013360331198892
2026-01-18T05:43:39,C:\Users\zizo5\.gemini\antigravity\brain\dec7c1f7-9990-47c1-9c5f-7f11bf8d2ee7\task.md.resolved,266,2025-12-14T19:07:13,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\release\reports\_runs\TP-LEGACY-002.md | C:\Users\zizo5\.gemini\antigravity\brain\dec7c1f7-9990-47c1-9c5f-7f11bf8d2ee7\task.md.resolved|266|639013360331862487
2026-01-18T05:43:39,C:\Users\zizo5\.gemini\antigravity\brain\dec7c1f7-9990-47c1-9c5f-7f11bf8d2ee7\task.md.resolved.0,266,2025-12-14T19:07:13,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\release\reports\_runs\TP-LEGACY-003.md | C:\Users\zizo5\.gemini\antigravity\brain\dec7c1f7-9990-47c1-9c5f-7f11bf8d2ee7\task.md.resolved.0|266|639013360331877889
2026-01-18T05:43:39,C:\Users\zizo5\.gemini\antigravity\brain\f7895ca7-e7f5-4e5c-b41f-12548bf3441d\task.md,357,2026-01-16T03:57:51,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\fe2\reports\_runs\TP-READ-001-001.md | C:\Users\zizo5\.gemini\antigravity\brain\f7895ca7-e7f5-4e5c-b41f-12548bf3441d\task.md|357|639041326719476966
2026-01-18T05:43:39,C:\Users\zizo5\.gemini\antigravity\brain\f7895ca7-e7f5-4e5c-b41f-12548bf3441d\task.md.resolved,365,2026-01-16T03:57:52,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\fe2\reports\_runs\TP-READ-001-002.md | C:\Users\zizo5\.gemini\antigravity\brain\f7895ca7-e7f5-4e5c-b41f-12548bf3441d\task.md.resolved|365|639041326720158854
2026-01-18T05:43:39,C:\Users\zizo5\.gemini\antigravity\brain\f7895ca7-e7f5-4e5c-b41f-12548bf3441d\task.md.resolved.0,354,2026-01-16T03:56:46,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\fe2\reports\_runs\TP-READ-001-003.md | C:\Users\zizo5\.gemini\antigravity\brain\f7895ca7-e7f5-4e5c-b41f-12548bf3441d\task.md.resolved.0|354|639041326068790089
2026-01-18T05:43:39,C:\Users\zizo5\.gemini\antigravity\brain\f7895ca7-e7f5-4e5c-b41f-12548bf3441d\task.md.resolved.1,356,2026-01-16T03:56:56,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\fe2\reports\_runs\TP-READ-001-004.md | C:\Users\zizo5\.gemini\antigravity\brain\f7895ca7-e7f5-4e5c-b41f-12548bf3441d\task.md.resolved.1|356|639041326167955037
2026-01-18T05:43:39,C:\Users\zizo5\.gemini\antigravity\brain\f7895ca7-e7f5-4e5c-b41f-12548bf3441d\task.md.resolved.2,365,2026-01-16T03:57:52,D:\ZIAD Alhalwany\TRAVILOPHILIA\TRAVELOPHILIA WEBSITE\_shared\agents\fe2\reports\_runs\TP-READ-001-005.md | C:\Users\zizo5\.gemini\antigravity\brain\f7895ca7-e7f5-4e5c-b41f-12548bf3441d\task.md.resolved.2|365|639041326720188638
